Complex	HGNC ID (gene)	Approved symbol	Approved name	Previous symbols	Aliases	Chromosome
Spliceosomal B	HGNC:16461	WBP11	WW domain binding protein 11		NPWBP,SIPP1,PPP1R165,FAP90,CFAP90,BUG13	12p12.3
Spliceosomal B	HGNC:14089	XAB2	XPA binding protein 2		HCNP,HCRN,SYF1,NTC90	19p13.2
Spliceosomal B	HGNC:26433	ZMAT2	zinc finger matrin-type 2		FLJ31121,hSNU23,Snu23	5q31.3
Spliceosomal Bact	HGNC:29513	AQR	aquarius intron-binding spliceosomal factor		KIAA0560,fSAP164,IBP160	15q14
Spliceosomal Bact	HGNC:29629	BUD31	BUD31 homolog	G10	YCR063W,EDG-2,EDG2,fSAP17,Cwc14	7q22.1
Spliceosomal Bact	HGNC:28332	CCDC12	coiled-coil domain containing 12		MGC23918	3p21.31
Spliceosomal Bact	HGNC:17350	CDC40	cell division cycle 40		PRP17,EHB3,PRPF17,FLJ10564	6q21
Spliceosomal Bact	HGNC:15762	CRNKL1	crooked neck pre-mRNA splicing factor 1		CRN,CLF,SYF3,Clf1	20p11.23
Spliceosomal Bact	HGNC:29322	CWC22	CWC22 spliceosome associated protein homolog		KIAA1604,EIF4GL,fSAPb,NCM	2q31.3
Spliceosomal Bact	HGNC:25989	CWC25	CWC25 spliceosome associated protein homolog	CCDC49	FLJ20291	17q12
Spliceosomal Bact	HGNC:10664	CWC27	CWC27 spliceosome associated cyclophilin	SDCCAG10	NY-CO-10,SDCCAG-10	5q12.3
Spliceosomal Bact	HGNC:2739	DHX16	DEAH-box helicase 16	DDX16	DBP2,Prp2,PRPF2	6p21.33
Spliceosomal Bact	HGNC:30858	EFTUD2	elongation factor Tu GTP binding domain containing 2		U5-116KD,Snrp116,Snu114,SNRNP116	17q21.31
Spliceosomal Bact	HGNC:18683	EIF4A3	eukaryotic translation initiation factor 4A3	DDX48	KIAA0111,EIF4AIII,Fal1	17q25.3
Spliceosomal Bact	HGNC:24658	GPATCH1	G-patch domain containing 1	GPATC1	ECGP,FLJ10206,FLJ38686	19q13.11
Spliceosomal Bact	HGNC:30677	GPKOW	G-patch domain and KOW motifs		T54,GPATC5,GPATCH5,Spp2,Mos2	Xp11.23
Spliceosomal Bact	HGNC:29201	ISY1	ISY1 splicing factor homolog		KIAA1160,fSAP33	3q21.3
Spliceosomal Bact	HGNC:9258	PPIE	peptidylprolyl isomerase E		CyP-33,MGC3736,MGC111222	1p34.2
Spliceosomal Bact	HGNC:9260	PPIL1	peptidylprolyl isomerase like 1		CYPL1	6p21.2
Spliceosomal Bact	HGNC:9261	PPIL2	peptidylprolyl isomerase like 2		UBOX7,CYC4,Cyp-60	22q11.21
Spliceosomal Bact	HGNC:9343	PRCC	proline rich mitotic checkpoint control factor		RCCP1	1q23.1
Spliceosomal Bact	HGNC:17340	PRPF8	pre-mRNA processing factor 8	RP13	PRPC8,Prp8,hPrp8,SNRNP220	17p13.3
Spliceosomal Bact	HGNC:25503	RBM22	RNA binding motif protein 22		FLJ10290,ZC3H16,fSAP47,Cwc2	5q33.1
Spliceosomal Bact	HGNC:12974	RNF113A	ring finger protein 113A	ZNF183	RNF113,Cwc24	Xq24
Spliceosomal Bact	HGNC:10211	RNU5A-1	RNA, U5A small nuclear 1	RNU5C,RNU5A	U5A,U5B1	15q22.31
Spliceosomal Bact	HGNC:10227	RNU6-1	RNA, U6 small nuclear 1	RNU6A	U6,U6-1	15q23
Spliceosomal Bact	HGNC:10530	SAP18	Sin3A associated protein 18		SAP18p,2HOR0202,MGC27131	13q12.11
Spliceosomal Bact	HGNC:30857	SNRNP40	small nuclear ribonucleoprotein U5 subunit 40	WDR57	PRP8BP,SPF38,PRPF8BP,HPRP8BP	1p35.2
Spliceosomal Bact	HGNC:30859	SNRNP200	small nuclear ribonucleoprotein U5 subunit 200	ASCC3L1,RP33	U5-200KD,HELIC2,KIAA0788,BRR2	2q11.2
Spliceosomal Bact	HGNC:16696	SNW1	SNW domain containing 1	SKIIP	NCoA-62,SKIP,Prp45,PRPF45,Bx42,SKIP1,FUN20	14q24.3
Spliceosomal Bact	HGNC:14089	XAB2	XPA binding protein 2		HCNP,HCRN,SYF1,NTC90	19p13.2
Spliceosomal Bact	HGNC:28291	ZNF830	zinc finger protein 830	CCDC16	MGC20398,OMCG1	17q12
Spliceosomal E	HGNC:13917	DDX39B	DExD-box helicase 39B	BAT1	D6S81E,UAP56	6p21.33
Spliceosomal E	HGNC:12950	SF1	splicing factor 1	ZNF162	ZFM1,ZCCHC25	11q13.1
Spliceosomal E	HGNC:12453	U2AF1	U2 small nuclear RNA auxiliary factor 1	U2AFBP	U2AF35,RNU2AF1,RN	21q22.3
Spliceosomal E	HGNC:23156	U2AF2	U2 small nuclear RNA auxiliary factor 2		U2AF65	19q13.42
SRCAP	HGNC:24124	ACTL6A	actin like 6A		Actl6,BAF53A,Arp4,Baf53a,INO80K	3q26.33
SRCAP	HGNC:24025	ACTR6	actin related protein 6		ARP6,FLJ13433	12q23.1
SRCAP	HGNC:18291	DMAP1	DNA methyltransferase 1 associated protein 1		DNMAP1,FLJ11543,KIAA1425,DNMTAP1,EAF2,MEAF2,SWC4	1p34.1
SRCAP	HGNC:10474	RUVBL1	RuvB like AAA ATPase 1		TIP49,NMP238,RVB1,TIP49a,Pontin52,ECP54,TIH1,Rvb1,INO80H	3q21.3
SRCAP	HGNC:10475	RUVBL2	RuvB like AAA ATPase 2		RVB2,TIP48,TIP49b,Reptin52,ECP51,TIH2,INO80J,Rvb2	19q13.33
SRCAP	HGNC:16974	SRCAP	Snf2 related CREBBP activator protein		KIAA0309,EAF1,SWR1,DOMO1	16p11.2
SRCAP	HGNC:11644	VPS72	vacuolar protein sorting 72 homolog	TCFL1	YL-1,YL1,Swc2	1q21.3
SRCAP	HGNC:24859	YEATS4	YEATS domain containing 4		NuBI-1,GAS41,YAF9	12q15
SRCAP	HGNC:21688	ZNHIT1	zinc finger HIT-type containing 1	ZNFN4A1	CG1I,H_DJ0747G18.14	7q22.1
STRIPAK	HGNC:15679	CTTNBP2	cortactin binding protein 2	CORTBP2,C7orf8	KIAA1758,Orf4	7q31.31
STRIPAK	HGNC:25330	CTTNBP2NL	CTTNBP2 N-terminal like		DKFZp547A023	1p13.2
STRIPAK	HGNC:23098	FGFR1OP2	FGFR1 oncogene partner 2		DKFZp564O1863	12p11.23
STRIPAK	HGNC:17565	MINK1	misshapen like kinase 1		B55,MINK,ZC3,MAP4K6,YSK2	17p13.2
STRIPAK	HGNC:17261	MOB4	MOB family member 4, phocein	PREI3,MOBKL3	MOB3,DKFZP564M112,CGI-95,2C4D,PHOCN	2q33.1
STRIPAK	HGNC:8761	PDCD10	programmed cell death 10	CCM3	TFAR15	3q26.1
STRIPAK	HGNC:9299	PPP2CA	protein phosphatase 2 catalytic subunit alpha		PP2Calpha,PP2AC	5q31.1
STRIPAK	HGNC:9300	PPP2CB	protein phosphatase 2 catalytic subunit beta		PP2Abeta	8p12
STRIPAK	HGNC:9302	PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha		PR65A,PP2A-Aalpha,PP2AA	19q13.41
STRIPAK	HGNC:9303	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta		PR65B,PP2A-Abeta	11q23.1
STRIPAK	HGNC:26119	SIKE1	suppressor of IKBKE 1		FLJ21168,SIKE	1p13.2
STRIPAK	HGNC:16643	SLMAP	sarcolemma associated protein		SLAP,KIAA1601	3p14.3
STRIPAK	HGNC:11403	STK24	serine/threonine kinase 24		MST-3,MST3,MST3B,STK3,STE20	13q32.2
STRIPAK	HGNC:11404	STK25	serine/threonine kinase 25		SOK1,YSK1	2q37.3
STRIPAK	HGNC:18174	STK26	serine/threonine kinase 26		MST4,MASK	Xq26.2
STRIPAK	HGNC:25916	STRIP1	striatin interacting protein 1	FAM40A	FLJ14743,KIAA1761,FAR11A	1p13.3
STRIPAK	HGNC:22209	STRIP2	striatin interacting protein 2	FAM40B	KIAA1170,FAR11B	7q32.1
STRIPAK	HGNC:11424	STRN	striatin		PPP2R6A,STRN1	2p22.2
STRIPAK	HGNC:15720	STRN3	striatin 3		SG2NA,PPP2R6B,S/G2NA	14q12
STRIPAK	HGNC:15721	STRN4	striatin 4		ZIN,PPP2R6C	19q13.32
SURF	HGNC:16719	DHX34	DExH-box helicase 34	DDX34	KIAA0134	19q13.32
SURF	HGNC:3477	ETF1	eukaryotic translation termination factor 1	SUP45L1,ERF1,ERF	eRF1,TB3-1,RF1	5q31.2
SURF	HGNC:4621	GSPT1	G1 to S phase transition 1		GST1,ETF3A,eRF3a	16p13.13
SURF	HGNC:4622	GSPT2	G1 to S phase transition 2		eRF3b,FLJ10441	Xp11.22
SURF	HGNC:9962	UPF1	UPF1 RNA helicase and ATPase	RENT1	HUPF1,KIAA0221,NORF1,pNORF1,smg-2	19p13.11
SWC	HGNC:28337	C9orf72	C9orf72-SMCR8 complex subunit		MGC23980,DENNL72,DENND9	9p21.2
SWC	HGNC:17921	SMCR8	SMCR8-C9orf72 complex subunit		FLJ34716,DENND8A	17p11.2
SWC	HGNC:25601	WDR41	WD repeat domain 41		FLJ10904	5q13.3-q14.1
TFIID	HGNC:11535	TAF1	TATA-box binding protein associated factor 1	TAF2A,BA2R,CCG1,CCGS,DYT3	NSCL2,TAFII250,KAT4,DYT3/TAF1	Xq13.1
TFIID	HGNC:11536	TAF2	TATA-box binding protein associated factor 2	TAF2B	TAFII150,CIF150	8q24.12
TFIID	HGNC:17303	TAF3	TATA-box binding protein associated factor 3		TAF140,TAFII140	10p14
TFIID	HGNC:11537	TAF4	TATA-box binding protein associated factor 4	TAF4A,TAF2C1,TAF2C	TAFII130,TAFII135	20q13.33
TFIID	HGNC:11539	TAF5	TATA-box binding protein associated factor 5	TAF2D	TAFII100	10q24.33
TFIID	HGNC:11540	TAF6	TATA-box binding protein associated factor 6	TAF2E	TAFII70,TAFII80,MGC:8964,TAFII85	7q22.1
TFIID	HGNC:11541	TAF7	TATA-box binding protein associated factor 7	TAF2F	TAFII55	5q31.3
TFIID	HGNC:17300	TAF8	TATA-box binding protein associated factor 8	TBN	FLJ32821,TAF(II)43	6p21.1
TFIID	HGNC:11542	TAF9	TATA-box binding protein associated factor 9	TAF2G	TAFII31,TAFII32,TAFIID32,MGC5067,CGI-137,MGC1603,MGC3647,AD-004	5q13.2
TFIID	HGNC:11543	TAF10	TATA-box binding protein associated factor 10	TAF2H,TAF2A	TAFII30	11p15.4
TFIID	HGNC:11544	TAF11	TATA-box binding protein associated factor 11	TAF2I	TAFII28	6p21.31
TFIID	HGNC:11545	TAF12	TATA-box binding protein associated factor 12	TAF2J	TAFII20	1p35.3
TFIID	HGNC:11546	TAF13	TATA-box binding protein associated factor 13	TAF2K	TAFII18	1p13.3
TFIID	HGNC:11588	TBP	TATA-box binding protein	GTF2D1,SCA17	TFIID	6q27
TFIIIB	HGNC:13652	BDP1	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB	TFNR,TAF3B1	TFIIIB150,TFC5,TFIIIB90,KIAA1689,HSA238520,KIAA1241	5q13.2
TFIIIB	HGNC:11551	BRF1	BRF1 RNA polymerase III transcription initiation factor subunit	TAF3B2,TAF3C,GTF3B	TFIIIB90,BRF,hBRF	14q32.33
TFIIIB	HGNC:11588	TBP	TATA-box binding protein	GTF2D1,SCA17	TFIID	6q27
TIM22	HGNC:11819	TIMM9	translocase of inner mitochondrial membrane 9		TIM9A	14q23.1
TIM22	HGNC:11814	TIMM10	translocase of inner mitochondrial membrane 10		TIM10,TIM10A,TIMM10A	11q12.1
TIM22	HGNC:4022	TIMM10B	translocase of inner mitochondrial membrane 10B	FXC1	Tim9b,TIM10B	11p15.4
TIM22	HGNC:17317	TIMM22	translocase of inner mitochondrial membrane 22	TEX4	TIM22	17p13
TIM22	HGNC:25152	TIMM29	translocase of inner mitochondrial membrane 29	C19orf52	TIM29	19p13.2
TIM23	HGNC:30528	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19		TIMM14,Tim14,Pam18	3q26.33
TIM23	HGNC:19696	GRPEL1	GrpE like 1, mitochondrial		FLJ25609,GrpE,hMGE	4p16.1
TIM23	HGNC:5232	HSPA1A	heat shock protein family A (Hsp70) member 1A	HSPA1	HSP70-1	6p21.33
TIM23	HGNC:5233	HSPA1B	heat shock protein family A (Hsp70) member 1B		HSP70-2	6p21.33
TIM23	HGNC:5234	HSPA1L	heat shock protein family A (Hsp70) member 1 like		HSP70-HOM,hum70t	6p21.33
TIM23	HGNC:29679	PAM16	presequence translocase associated motor 16		Magmas,Tim16,TIMM16	16p13.3
TIM23	HGNC:17315	TIMM17A	translocase of inner mitochondrial membrane 17A		TIM17,TIM17A	1q32.1
TIM23	HGNC:17310	TIMM17B	translocase of inner mitochondrial membrane 17B		DXS9822,JM3	Xp11.23
TIM23	HGNC:25010	TIMM21	translocase of inner mitochondrial membrane 21	C18orf55	HSPC154,TIM21	18q22.3
TIM23	HGNC:17312	TIMM23	translocase of inner mitochondrial membrane 23		TIM23	10q11.22
TIM23	HGNC:23581	TIMM23B	translocase of inner mitochondrial membrane 23 homolog B		bA592B15.7	10q11.23
TIM23	HGNC:17316	TIMM44	translocase of inner mitochondrial membrane 44		TIM44	19p13.2
TREX2	HGNC:1867	CETN2	centrin 2	CALT	CEN2	Xq28
TREX2	HGNC:24449	ENY2	ENY2 transcription and export complex 2 subunit		DC6,FLJ20480,Sus1	8q23.1
TREX2	HGNC:6946	MCM3AP	minichromosome maintenance complex component 3 associated protein		Map80,KIAA0572,GANP,SAC3	21q22.3
TREX2	HGNC:25653	PCID2	PCI domain containing 2		FLJ11305	13q34
TREX2	HGNC:10845	SEM1	SEM1 26S proteasome complex subunit	SHFD1,SHFM1,C7orf76	DSS1,Shfdg1,ECD,SHSF1,FLJ42280	7q21.3
tRNASL	HGNC:28772	C2orf49	chromosome 2 open reading frame 49		MGC5509,asw	2q12.2
tRNASL	HGNC:23169	RTRAF	RNA transcription, translation and transport factor	C14orf166	CGI-99,RLLM1,CLE,CLE7,LCRP369,hCLE1	14q22.1
tRNASL	HGNC:2734	DDX1	DEAD-box helicase 1		DBP-RB	2p24.3
tRNASL	HGNC:24520	FAM98A	family with sequence similarity 98 member A		DKFZP564F0522	2p22.3
tRNASL	HGNC:26773	FAM98B	family with sequence similarity 98 member B		FLJ38426	15q14
tRNASL	HGNC:26935	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase	C22orf28	HSPC117,FAAP	22q12.3
tRNASL	HGNC:24094	ZBTB8OS	zinc finger and BTB domain containing 8 opposite strand		ARCH	1p35.1
UTPa	HGNC:1983	UTP4	UTP4 small subunit processome component	CIRH1A	NAIC,FLJ14728,KIAA1988,TEX292,CIRHIN	16q22.1
UTPa	HGNC:28945	WDR43	WD repeat domain 43		KIAA0007,NET12,UTP5	2p23.2
UTPa	HGNC:24557	NOL11	nucleolar protein 11		DKFZP586L0724	17q24.2
UTPa	HGNC:25517	HEATR1	HEAT repeat containing 1		FLJ10359,BAP28,UTP10	1q43
UTPa	HGNC:25758	UTP15	UTP15 small subunit processome component		FLJ12787,NET21,FLJ23637	5q13.2
UTPa	HGNC:25725	WDR75	WD repeat domain 75		FLJ12519,NET16,UTP17	2q32.2
UTPb	HGNC:9711	PWP2	PWP2 small subunit processome component	PWP2H	EHOC-17,UTP1	21q22.3
UTPb	HGNC:18279	UTP6	UTP6 small subunit processome component	C17orf40	HCA66	17q11.2
UTPb	HGNC:12755	WDR3	WD repeat domain 3		FLJ12796,UTP12,DIP2	1p12
UTPb	HGNC:11587	TBL3	transducin beta like 3		SAZD,UTP13	16p13.3
UTPb	HGNC:24274	UTP18	UTP18 small subunit processome component	WDR50	CGI-48	17q21.33
UTPb	HGNC:30696	WDR36	WD repeat domain 36	GLC1G	TA-WDRP,UTP21	5q22.1
UTPc	HGNC:19910	NOL6	nucleolar protein 6		bA311H10.1,Nrap,FLJ21959,MGC14896,MGC14921,MGC20838,UTP22	9p13.3
UTPc	HGNC:24286	RRP7A	ribosomal RNA processing 7 homolog A		CGI-96,Rrp7	22q13.2
WntE	HGNC:1008	BCL9	BCL9 transcription coactivator			1q21.2
WntE	HGNC:23688	BCL9L	BCL9 like		DLNB11,B9L,Bcl9-2	11q23.3
WntE	HGNC:2514	CTNNB1	catenin beta 1	CTNNB	beta-catenin,armadillo	3p22.1
WntE	HGNC:6532	LDB1	LIM domain binding 1		NLI,CLIM2	10q24.32
WntE	HGNC:6533	LDB2	LIM domain binding 2		CLIM1,LDB1	4p15.32
WntE	HGNC:6551	LEF1	lymphoid enhancer binding factor 1		TCF1ALPHA,TCF10,TCF7L3	4q25
WntE	HGNC:30256	PYGO1	pygopus family PHD finger 1			15q21.3
WntE	HGNC:30257	PYGO2	pygopus family PHD finger 2			1q21.3
WntE	HGNC:15831	SSBP2	single stranded DNA binding protein 2		HSPC116	5q14.1
WntE	HGNC:15674	SSBP3	single stranded DNA binding protein 3		CSDP,SSDP,FLJ10355,SSDP1	1p32.3
WntE	HGNC:15676	SSBP4	single stranded DNA binding protein 4			19p13.11
WntE	HGNC:11639	TCF7	transcription factor 7		TCF-1	5q31.1
WntE	HGNC:11640	TCF7L1	transcription factor 7 like 1	TCF3		2p11.2
WntE	HGNC:11641	TCF7L2	transcription factor 7 like 2	TCF4	TCF-4	10q25.2-q25.3
WntE	HGNC:11837	TLE1	TLE family member 1, transcriptional corepressor		ESG1,GRG1,ESG	9q21.32
WntE	HGNC:11838	TLE2	TLE family member 2, transcriptional corepressor		ESG2,GRG2,ESG,FLJ41188	19p13.3
WntE	HGNC:11839	TLE3	TLE family member 3, transcriptional corepressor		ESG,ESG3,KIAA1547,HsT18976,GRG3	15q23
WntE	HGNC:11840	TLE4	TLE family member 4, transcriptional corepressor		E(spl),ESG,GRG4	9q21.31
WRAD	HGNC:744	ASH2L	ASH2 like, histone lysine methyltransferase complex subunit	ASH2L1	ASH2L2,ASH2,Bre2	8p11.23
WRAD	HGNC:24590	DPY30	dpy-30 histone methyltransferase complex regulatory subunit		Saf19,HDPY-30,Cps25	2p22.3
WRAD	HGNC:9888	RBBP5	RB binding protein 5, histone lysine methyltransferase complex subunit		RBQ3,SWD1	1q32.1
WRAD	HGNC:12757	WDR5	WD repeat domain 5		SWD3,CFAP89	9q34.2
WTAP	HGNC:16863	BCLAF1	BCL2 associated transcription factor 1		KIAA0164,BTF	6q23.3
WTAP	HGNC:21225	CBLL1	Cbl proto-oncogene like 1		HAKAI,FLJ23109,RNF188	7q22.3
WTAP	HGNC:24500	VIRMA	vir like m6A methyltransferase associated	KIAA1429	DKFZP434I116,fSAP121	8q22.1
WTAP	HGNC:14959	RBM15	RNA binding motif protein 15		OTT,OTT1	1p13.3
WTAP	HGNC:22964	THRAP3	thyroid hormone receptor associated protein 3		TRAP150,BCLAF2	1p34.3
WTAP	HGNC:16846	WTAP	WT1 associated protein		KIAA0105,MGC3925,Mum2	6q25.3
WTAP	HGNC:20368	ZC3H13	zinc finger CCCH-type containing 13	KIAA0853	DKFZp434D1812,Xio	13q14.13
